application_id,user_id,application_start_date,user_type,employment_status,credit_score_band,device_type,loan_amount_requested,step_reached,application_completed,loan_approved,time_on_application_mins
APP-00598,USR-01706,2024-02-25,rejected_reapply,employed,excellent,mobile,44000,5,no,,46
APP-00599,USR-00280,2024-02-05,new_user,self-employed,fair,desktop,2000,5,no,,9
APP-00600,USR-01475,2024-04-15,abandoned_restart,unemployed,good,mobile,15000,7,yes,yes,23
APP-00601,USR-00626,2023-08-06,new_user,self-employed,fair,mobile,21000,5,no,,29
APP-00602,USR-01916,2023-06-24,abandoned_restart,employed,good,mobile,24000,5,no,,46
APP-00603,USR-01769,2023-01-23,new_user,self-employed,good,mobile,50000,7,yes,yes,20
APP-00604,USR-00597,2023-08-23,new_user,unemployed,poor,mobile,17000,5,no,,9
APP-00605,USR-01515,2023-01-13,abandoned_restart,employed,good,mobile,47000,5,no,,38
APP-00606,USR-01860,2023-04-11,new_user,employed,fair,desktop,9000,3,no,,17
APP-00607,USR-00254,2024-06-19,new_user,employed,fair,tablet,35000,7,yes,yes,21
APP-00608,USR-00441,2024-06-06,new_user,employed,fair,desktop,20000,5,no,,39
APP-00609,USR-00509,2024-03-27,new_user,self-employed,good,mobile,19000,7,yes,yes,24
APP-00610,USR-00077,2024-03-06,new_user,unemployed,fair,mobile,18000,4,no,,35
APP-00611,USR-01585,2024-06-16,new_user,employed,fair,mobile,20000,0,no,,4
APP-00612,USR-00523,2023-10-20,rejected_reapply,self-employed,fair,desktop,30000,5,no,,11
APP-00613,USR-01242,2023-04-11,new_user,unemployed,poor,tablet,40000,5,no,,8
APP-00614,USR-00404,2024-05-16,new_user,unemployed,good,mobile,1000,1,no,,2
APP-00615,USR-01781,2023-10-31,new_user,employed,fair,mobile,24000,5,no,,33
APP-00616,USR-01283,2024-06-23,new_user,unemployed,poor,desktop,24000,7,yes,yes,17
APP-00617,USR-01262,2023-12-21,rejected_reapply,employed,good,desktop,47000,7,yes,yes,19
APP-00618,USR-00663,2023-10-30,new_user,employed,good,desktop,19000,7,yes,yes,22
APP-00619,USR-00483,2024-05-10,second_loan,employed,excellent,desktop,30000,5,no,,40
APP-00620,USR-01920,2023-08-15,new_user,employed,good,tablet,26000,5,no,,58
APP-00621,USR-00572,2023-08-24,abandoned_restart,self-employed,fair,mobile,42000,2,no,,6
APP-00622,USR-01447,2024-03-30,new_user,employed,good,tablet,44000,5,no,,32
APP-00623,USR-00439,2023-01-13,rejected_reapply,employed,good,tablet,38000,5,no,,20
APP-00624,USR-01731,2023-07-29,new_user,employed,fair,desktop,29000,5,no,,39
APP-00625,USR-01654,2024-02-01,new_user,self-employed,excellent,mobile,13000,5,no,,46
APP-00626,USR-00167,2023-04-10,new_user,employed,poor,mobile,4000,1,no,,6
APP-00627,USR-00060,2023-01-31,new_user,self-employed,excellent,mobile,45000,1,no,,8
APP-00628,USR-00612,2024-06-11,rejected_reapply,employed,excellent,mobile,17000,2,no,,7
APP-00629,USR-00531,2023-11-25,new_user,employed,good,desktop,33000,5,no,,48
APP-00630,USR-00050,2023-06-15,new_user,employed,excellent,mobile,5000,3,no,,31
APP-00631,USR-00022,2024-04-03,abandoned_restart,employed,good,mobile,28000,2,no,,22
APP-00632,USR-00015,2023-04-10,new_user,employed,fair,desktop,24000,0,no,,5
APP-00633,USR-01272,2023-06-22,second_loan,employed,good,mobile,17000,7,yes,no,26
APP-00634,USR-00049,2023-06-11,abandoned_restart,student,poor,mobile,50000,4,no,,7
APP-00635,USR-01135,2023-09-20,new_user,self-employed,fair,mobile,39000,5,no,,36
APP-00636,USR-01254,2023-10-01,rejected_reapply,employed,good,desktop,48000,7,yes,no,27
APP-00637,USR-00927,2023-01-03,new_user,employed,fair,mobile,40000,4,no,,39
APP-00638,USR-00633,2023-01-28,new_user,unemployed,fair,desktop,44000,7,yes,yes,27
APP-00639,USR-01269,2023-11-22,new_user,employed,good,mobile,46000,7,yes,no,10
APP-00640,USR-01635,2023-05-29,new_user,employed,excellent,tablet,11000,1,no,,1
APP-00641,USR-01079,2024-06-23,abandoned_restart,self-employed,poor,mobile,12000,1,no,,10
APP-00642,USR-00026,2024-05-02,rejected_reapply,self-employed,fair,mobile,13000,4,no,,10
APP-00643,USR-01136,2024-03-13,new_user,employed,fair,mobile,8000,5,no,,52
APP-00644,USR-01922,2023-03-06,new_user,employed,good,mobile,1000,1,no,,2
APP-00645,USR-01890,2023-12-22,second_loan,employed,poor,mobile,9000,5,no,,12
APP-00646,USR-00756,2024-06-16,new_user,self-employed,good,mobile,28000,5,no,,43
APP-00647,USR-01864,2023-09-09,new_user,employed,fair,mobile,2000,2,no,,12
APP-00648,USR-00362,2023-08-23,new_user,employed,fair,mobile,14000,5,no,,3
APP-00649,USR-01287,2023-08-15,rejected_reapply,employed,excellent,mobile,13000,5,no,,43
APP-00650,USR-01390,2024-06-08,new_user,employed,poor,mobile,48000,2,no,,7
APP-00651,USR-00442,2023-11-09,abandoned_restart,unemployed,good,desktop,2000,5,no,,3
APP-00652,USR-00490,2023-02-18,rejected_reapply,self-employed,poor,tablet,4000,1,no,,3
APP-00653,USR-01548,2023-04-28,new_user,self-employed,good,mobile,12000,1,no,,6
APP-00654,USR-00036,2023-02-23,new_user,employed,good,mobile,48000,7,yes,yes,24
APP-00655,USR-01900,2023-02-13,rejected_reapply,employed,fair,tablet,10000,5,no,,7
APP-00656,USR-01657,2023-02-22,new_user,employed,poor,mobile,3000,0,no,,5
APP-00657,USR-00241,2024-06-08,abandoned_restart,employed,fair,tablet,4000,5,no,,20
APP-00658,USR-00977,2023-04-12,rejected_reapply,student,good,mobile,6000,5,no,,9
APP-00659,USR-00583,2024-02-02,abandoned_restart,employed,good,desktop,23000,5,no,,6
APP-00660,USR-01258,2023-05-18,abandoned_restart,employed,good,mobile,5000,7,yes,no,36
APP-00661,USR-01095,2024-01-22,rejected_reapply,employed,good,tablet,50000,2,no,,11
APP-00662,USR-00613,2023-04-21,rejected_reapply,self-employed,fair,mobile,3000,1,no,,5
APP-00663,USR-00284,2023-01-17,new_user,employed,fair,desktop,10000,2,no,,18
APP-00664,USR-00351,2023-07-01,new_user,employed,fair,mobile,43000,7,yes,yes,16
APP-00665,USR-00263,2024-06-19,new_user,employed,fair,mobile,19000,1,no,,5
APP-00666,USR-01022,2024-06-24,abandoned_restart,unemployed,fair,desktop,14000,5,no,,29
APP-00667,USR-01912,2023-06-20,new_user,employed,good,mobile,21000,2,no,,16
APP-00668,USR-00773,2024-02-13,abandoned_restart,unemployed,good,tablet,43000,5,no,,44
APP-00669,USR-01363,2024-01-13,new_user,self-employed,excellent,mobile,28000,2,no,,28
APP-00670,USR-00799,2023-07-07,abandoned_restart,employed,fair,desktop,21000,3,no,,15
APP-00671,USR-00054,2023-08-18,new_user,self-employed,good,mobile,36000,0,no,,6
APP-00672,USR-00908,2023-04-29,abandoned_restart,employed,excellent,tablet,24000,7,yes,yes,24
APP-00673,USR-00658,2023-06-05,new_user,student,good,tablet,38000,5,no,,6
APP-00674,USR-01817,2024-04-09,new_user,employed,fair,mobile,17000,4,no,,8
APP-00675,USR-00943,2023-04-14,new_user,employed,fair,desktop,22000,7,yes,yes,15
APP-00676,USR-00349,2024-05-16,abandoned_restart,employed,poor,desktop,19000,5,no,,30
APP-00677,USR-00609,2023-06-24,new_user,employed,fair,mobile,45000,1,no,,3
APP-00678,USR-01836,2024-02-25,new_user,student,good,desktop,10000,0,no,,7
APP-00679,USR-01069,2023-05-14,second_loan,employed,poor,mobile,11000,5,no,,6
APP-00680,USR-00587,2024-01-26,abandoned_restart,self-employed,fair,desktop,38000,7,yes,no,25
APP-00681,USR-01101,2024-05-15,second_loan,employed,good,mobile,2000,5,no,,45
APP-00682,USR-00539,2023-02-02,new_user,unemployed,good,mobile,33000,7,yes,yes,24
APP-00683,USR-00747,2023-02-24,new_user,employed,good,mobile,43000,5,no,,40
APP-00684,USR-01266,2024-06-02,rejected_reapply,employed,good,mobile,31000,1,no,,2
APP-00685,USR-00201,2023-01-12,new_user,employed,fair,desktop,48000,7,yes,no,28
APP-00686,USR-00842,2024-06-11,abandoned_restart,self-employed,fair,tablet,35000,1,no,,3
APP-00687,USR-00470,2024-01-08,new_user,employed,fair,mobile,37000,1,no,,6
APP-00688,USR-01702,2024-04-28,new_user,employed,good,mobile,47000,7,yes,yes,23
APP-00689,USR-01411,2023-08-16,new_user,employed,excellent,desktop,47000,7,yes,yes,15
APP-00690,USR-01679,2023-11-03,new_user,self-employed,poor,mobile,36000,7,yes,no,18
APP-00691,USR-01279,2024-04-01,new_user,employed,good,mobile,23000,5,no,,4
APP-00692,USR-00124,2023-06-09,new_user,employed,fair,mobile,36000,5,no,,24
APP-00693,USR-00941,2023-11-27,second_loan,employed,good,mobile,40000,0,no,,13
APP-00694,USR-01570,2023-08-13,new_user,unemployed,poor,mobile,39000,1,no,,3
APP-00695,USR-00619,2024-05-18,abandoned_restart,unemployed,fair,desktop,26000,7,yes,no,15
APP-00696,USR-00407,2024-03-31,rejected_reapply,employed,excellent,mobile,25000,5,no,,7
APP-00697,USR-01231,2023-02-14,new_user,employed,good,desktop,17000,2,no,,25
APP-00698,USR-00782,2023-08-02,new_user,employed,good,mobile,15000,4,no,,35
APP-00699,USR-01751,2023-02-28,abandoned_restart,employed,fair,mobile,37000,5,no,,40
APP-00700,USR-00498,2023-07-14,abandoned_restart,employed,fair,desktop,45000,7,yes,no,23
APP-00701,USR-01874,2024-05-03,abandoned_restart,self-employed,fair,mobile,4000,5,no,,36
APP-00702,USR-00343,2023-06-06,abandoned_restart,employed,excellent,mobile,22000,1,no,,5
APP-00703,USR-00575,2023-08-14,second_loan,unemployed,excellent,desktop,17000,7,yes,yes,21
APP-00704,USR-00300,2024-02-16,new_user,employed,good,mobile,22000,2,no,,9
APP-00705,USR-00839,2023-07-24,new_user,self-employed,fair,desktop,17000,1,no,,9
APP-00706,USR-00767,2023-03-20,abandoned_restart,employed,excellent,mobile,14000,2,no,,22
APP-00707,USR-01743,2023-05-04,new_user,employed,good,desktop,14000,5,no,,5
APP-00708,USR-01261,2024-04-15,rejected_reapply,employed,good,mobile,17000,5,no,,46
APP-00709,USR-00020,2023-08-06,new_user,employed,fair,mobile,8000,5,no,,29
APP-00710,USR-01566,2024-05-30,new_user,employed,good,tablet,34000,5,no,,44
APP-00711,USR-00221,2023-04-14,rejected_reapply,self-employed,good,desktop,26000,5,no,,14
APP-00712,USR-01355,2024-01-28,new_user,unemployed,excellent,mobile,45000,2,no,,8
APP-00713,USR-00022,2024-03-09,new_user,employed,good,mobile,30000,5,no,,6
APP-00714,USR-00450,2023-11-27,new_user,employed,fair,mobile,22000,1,no,,3
APP-00715,USR-01221,2023-05-23,rejected_reapply,employed,good,desktop,16000,7,yes,yes,20
APP-00716,USR-00085,2024-06-23,new_user,employed,excellent,desktop,30000,3,no,,14
APP-00717,USR-01243,2023-10-05,rejected_reapply,employed,fair,desktop,16000,4,no,,35
APP-00718,USR-00622,2023-08-21,new_user,self-employed,fair,mobile,38000,1,no,,5
APP-00719,USR-00267,2024-06-12,abandoned_restart,student,poor,desktop,24000,5,no,,33
APP-00720,USR-00525,2023-03-31,rejected_reapply,unemployed,good,mobile,36000,2,no,,18
APP-00721,USR-00291,2024-05-06,new_user,employed,fair,mobile,35000,5,no,,27
APP-00722,USR-01806,2023-07-18,new_user,unemployed,good,mobile,6000,0,no,,4
APP-00723,USR-00525,2023-12-28,new_user,self-employed,fair,tablet,4000,7,yes,yes,20
APP-00724,USR-00417,2024-03-16,abandoned_restart,employed,excellent,desktop,18000,7,yes,no,25
APP-00725,USR-00473,2023-01-26,new_user,employed,fair,mobile,6000,7,yes,no,16
APP-00726,USR-01150,2023-01-25,abandoned_restart,self-employed,fair,desktop,26000,1,no,,5
APP-00727,USR-01038,2024-01-29,new_user,employed,good,tablet,37000,3,no,,25
APP-00728,USR-01362,2024-05-21,new_user,employed,good,mobile,27000,0,no,,1
APP-00729,USR-00547,2023-10-28,new_user,employed,fair,mobile,41000,4,no,,9
APP-00730,USR-00065,2023-12-05,new_user,employed,fair,tablet,11000,7,yes,no,21
APP-00731,USR-00655,2023-09-24,new_user,employed,fair,desktop,38000,4,no,,32
APP-00732,USR-01328,2024-04-05,rejected_reapply,unemployed,good,mobile,16000,1,no,,7
APP-00733,USR-00100,2024-03-31,abandoned_restart,self-employed,good,mobile,19000,0,no,,9
APP-00734,USR-00493,2023-12-26,new_user,self-employed,good,mobile,43000,5,no,,42
APP-00735,USR-00344,2023-03-09,second_loan,employed,good,mobile,15000,5,no,,12
APP-00736,USR-00641,2024-02-16,abandoned_restart,self-employed,good,tablet,26000,1,no,,1
APP-00737,USR-00331,2024-05-05,rejected_reapply,employed,poor,mobile,41000,3,no,,21
APP-00738,USR-01746,2023-02-18,new_user,employed,excellent,desktop,31000,7,yes,yes,14
APP-00739,USR-00279,2023-04-12,new_user,employed,excellent,mobile,19000,5,no,,4
APP-00740,USR-01755,2023-08-04,new_user,employed,fair,mobile,24000,5,no,,6
APP-00741,USR-01480,2024-03-13,abandoned_restart,employed,fair,mobile,9000,1,no,,4
APP-00742,USR-01406,2023-06-08,new_user,employed,poor,desktop,23000,7,yes,no,29
APP-00743,USR-00504,2024-05-03,new_user,employed,poor,mobile,4000,3,no,,5
APP-00744,USR-00019,2023-08-30,new_user,employed,good,desktop,10000,5,no,,9
APP-00745,USR-00614,2023-01-05,new_user,student,good,mobile,9000,7,yes,yes,12
APP-00746,USR-00644,2023-12-27,abandoned_restart,employed,good,mobile,19000,5,no,,35
APP-00747,USR-01477,2024-04-03,new_user,self-employed,good,mobile,15000,1,no,,11
APP-00748,USR-01060,2023-09-05,new_user,employed,good,mobile,34000,5,no,,42
APP-00749,USR-01019,2024-02-26,abandoned_restart,employed,good,desktop,42000,5,no,,51
APP-00750,USR-01449,2023-01-15,second_loan,student,poor,mobile,19000,1,no,,9
APP-00751,USR-01286,2023-05-02,abandoned_restart,employed,fair,desktop,49000,4,no,,51
APP-00752,USR-01367,2023-10-04,rejected_reapply,employed,good,mobile,21000,5,no,,49
APP-00753,USR-01497,2024-03-28,abandoned_restart,self-employed,poor,mobile,34000,1,no,,3
APP-00754,USR-01045,2024-01-25,new_user,employed,poor,mobile,17000,5,no,,50
APP-00755,USR-00760,2023-10-21,new_user,self-employed,excellent,mobile,18000,1,no,,2
APP-00756,USR-01352,2024-03-21,abandoned_restart,employed,good,desktop,17000,5,no,,22
APP-00757,USR-01797,2023-07-29,abandoned_restart,employed,fair,desktop,2000,4,no,,27
APP-00758,USR-00681,2023-10-29,abandoned_restart,employed,good,mobile,1000,5,no,,30
APP-00759,USR-00901,2023-08-11,new_user,employed,good,mobile,43000,2,no,,21
APP-00760,USR-01504,2023-01-03,new_user,unemployed,fair,desktop,10000,5,no,,53
APP-00761,USR-01649,2024-06-01,new_user,self-employed,poor,desktop,37000,0,no,,6
APP-00762,USR-01140,2023-04-03,new_user,employed,excellent,desktop,48000,3,no,,16
APP-00763,USR-00220,2024-06-03,new_user,employed,fair,mobile,5000,6,no,,30
APP-00764,USR-00602,2024-03-03,rejected_reapply,self-employed,poor,mobile,12000,1,no,,7
APP-00765,USR-01588,2024-05-07,new_user,employed,good,tablet,36000,2,no,,29
APP-00766,USR-01414,2023-08-23,new_user,employed,good,desktop,31000,7,yes,yes,18
APP-00767,USR-00304,2023-06-10,new_user,employed,fair,mobile,38000,5,no,,40
APP-00768,USR-00053,2023-11-27,abandoned_restart,employed,fair,desktop,9000,5,no,,26
APP-00769,USR-01861,2023-11-29,new_user,self-employed,fair,desktop,44000,5,no,,48
APP-00770,USR-00878,2023-02-19,new_user,student,excellent,mobile,26000,1,no,,9
APP-00771,USR-01753,2024-06-06,new_user,employed,fair,mobile,15000,2,no,,21
APP-00772,USR-00835,2024-05-06,new_user,employed,good,mobile,16000,5,no,,3
APP-00773,USR-00345,2023-09-29,rejected_reapply,employed,excellent,mobile,13000,5,no,,44
APP-00774,USR-01056,2023-09-09,rejected_reapply,employed,poor,desktop,25000,5,no,,9
APP-00775,USR-01423,2023-03-31,new_user,employed,excellent,mobile,30000,5,no,,5
APP-00776,USR-01128,2024-03-21,new_user,self-employed,excellent,desktop,7000,1,no,,7
APP-00777,USR-00648,2023-11-28,abandoned_restart,employed,excellent,tablet,4000,7,yes,yes,21
APP-00778,USR-00538,2023-05-19,new_user,employed,fair,mobile,43000,5,no,,31
APP-00779,USR-00891,2023-12-23,new_user,employed,good,mobile,40000,0,no,,3
APP-00780,USR-01577,2023-10-01,new_user,employed,good,desktop,38000,7,yes,no,16
APP-00781,USR-01162,2023-01-19,rejected_reapply,employed,excellent,desktop,30000,4,no,,32
APP-00782,USR-00808,2023-11-07,new_user,self-employed,fair,desktop,10000,2,no,,18
APP-00783,USR-01260,2023-06-03,new_user,employed,good,mobile,30000,5,no,,52
APP-00784,USR-00834,2024-01-25,abandoned_restart,self-employed,fair,mobile,39000,5,no,,5
APP-00785,USR-01815,2023-09-17,new_user,employed,fair,mobile,7000,5,no,,20
APP-00786,USR-00193,2023-05-05,new_user,employed,good,tablet,36000,2,no,,14
APP-00787,USR-00175,2023-12-20,second_loan,employed,good,mobile,35000,4,no,,11
APP-00788,USR-00476,2023-09-30,new_user,employed,good,tablet,24000,5,no,,8
APP-00789,USR-01011,2023-09-02,abandoned_restart,employed,good,mobile,39000,5,no,,23
APP-00790,USR-01745,2024-03-25,new_user,employed,excellent,tablet,36000,5,no,,27
APP-00791,USR-00187,2023-09-04,new_user,self-employed,fair,desktop,45000,1,no,,4
APP-00792,USR-01006,2024-06-03,new_user,self-employed,good,mobile,20000,5,no,,25
APP-00793,USR-00669,2023-05-21,new_user,employed,fair,desktop,49000,4,no,,8
APP-00794,USR-00863,2023-12-28,new_user,employed,fair,mobile,32000,5,no,,5
APP-00795,USR-00129,2023-01-08,rejected_reapply,employed,good,mobile,39000,7,yes,yes,19
APP-00796,USR-00341,2024-04-22,new_user,employed,excellent,mobile,49000,7,yes,yes,11
APP-00797,USR-00456,2023-12-18,new_user,employed,good,mobile,26000,2,no,,15
APP-00798,USR-00162,2024-05-09,new_user,unemployed,good,mobile,26000,5,no,,41
APP-00799,USR-01514,2024-03-02,abandoned_restart,employed,poor,desktop,36000,5,no,,32
APP-00800,USR-01201,2023-02-08,new_user,employed,fair,desktop,43000,7,yes,no,20
APP-00801,USR-00308,2023-07-06,new_user,employed,good,mobile,35000,4,no,,33
APP-00802,USR-00638,2023-04-03,new_user,employed,poor,desktop,43000,4,no,,64
APP-00803,USR-00384,2023-03-27,new_user,self-employed,fair,desktop,35000,2,no,,10
APP-00804,USR-01627,2023-02-13,new_user,employed,good,tablet,12000,1,no,,8
APP-00805,USR-00294,2023-05-17,rejected_reapply,employed,poor,desktop,33000,3,no,,22
APP-00806,USR-01034,2024-02-25,new_user,self-employed,fair,mobile,36000,5,no,,47
APP-00807,USR-00178,2023-03-15,new_user,employed,good,mobile,14000,2,no,,15
APP-00808,USR-00427,2024-05-26,new_user,self-employed,good,desktop,33000,7,yes,yes,21
APP-00809,USR-00495,2023-06-05,rejected_reapply,employed,excellent,mobile,46000,5,no,,4
APP-00810,USR-00184,2023-09-12,new_user,employed,good,mobile,45000,4,no,,46
APP-00811,USR-00503,2023-06-20,new_user,self-employed,good,mobile,45000,1,no,,8
APP-00812,USR-00269,2023-06-19,new_user,employed,excellent,mobile,24000,5,no,,11
APP-00813,USR-00185,2023-11-18,new_user,employed,good,mobile,15000,5,no,,20
APP-00814,USR-01892,2024-03-31,new_user,employed,fair,mobile,31000,5,no,,40
APP-00815,USR-00624,2023-06-04,new_user,employed,poor,mobile,17000,5,no,,20
APP-00816,USR-00510,2023-12-15,new_user,self-employed,good,desktop,12000,1,no,,4
APP-00817,USR-00511,2024-03-26,new_user,unemployed,good,mobile,22000,5,no,,21
APP-00818,USR-00811,2023-06-22,new_user,student,good,mobile,23000,1,no,,4
APP-00819,USR-01915,2023-01-10,new_user,self-employed,good,mobile,26000,2,no,,21
APP-00820,USR-01633,2023-09-22,new_user,employed,good,mobile,14000,5,no,,51
APP-00821,USR-01049,2024-03-13,abandoned_restart,employed,excellent,mobile,12000,5,no,,8
APP-00822,USR-01608,2023-09-04,second_loan,employed,good,mobile,50000,1,no,,7
APP-00823,USR-00864,2024-06-29,second_loan,employed,poor,mobile,4000,5,no,,3
APP-00824,USR-00490,2024-05-13,rejected_reapply,employed,excellent,desktop,46000,5,no,,7
APP-00825,USR-01005,2023-05-09,abandoned_restart,unemployed,fair,mobile,13000,1,no,,1
APP-00826,USR-01081,2023-11-23,abandoned_restart,employed,good,mobile,18000,2,no,,19
APP-00827,USR-00691,2024-02-08,new_user,employed,excellent,mobile,43000,7,yes,yes,20
APP-00828,USR-00161,2023-12-25,abandoned_restart,employed,good,desktop,28000,1,no,,6
APP-00829,USR-01223,2023-01-17,new_user,self-employed,good,desktop,38000,2,no,,21
APP-00830,USR-00757,2023-10-01,new_user,self-employed,good,desktop,41000,5,no,,20
APP-00831,USR-00499,2023-04-26,abandoned_restart,self-employed,fair,mobile,44000,5,no,,20
APP-00832,USR-00342,2023-04-01,new_user,employed,fair,mobile,19000,1,no,,7
APP-00833,USR-00970,2023-03-23,new_user,self-employed,good,mobile,46000,7,yes,yes,33
APP-00834,USR-00119,2023-11-20,rejected_reapply,employed,good,desktop,47000,5,no,,24
APP-00835,USR-01863,2023-04-24,new_user,unemployed,good,mobile,43000,1,no,,7
APP-00836,USR-01118,2023-02-27,new_user,employed,fair,tablet,38000,3,no,,6
APP-00837,USR-00282,2023-06-03,rejected_reapply,employed,good,desktop,46000,1,no,,5
APP-00838,USR-00020,2024-02-08,abandoned_restart,employed,good,desktop,3000,7,yes,yes,22
APP-00839,USR-01445,2023-09-23,new_user,self-employed,good,mobile,19000,1,no,,4
APP-00840,USR-00564,2023-11-11,new_user,employed,good,desktop,20000,3,no,,8
APP-00841,USR-00642,2023-02-10,new_user,unemployed,good,mobile,25000,5,no,,36
APP-00842,USR-01002,2023-04-15,rejected_reapply,employed,good,mobile,11000,6,no,,20
APP-00843,USR-01663,2023-07-12,new_user,employed,good,mobile,17000,7,yes,yes,18
APP-00844,USR-01337,2024-02-05,new_user,employed,excellent,desktop,49000,1,no,,1
APP-00845,USR-00556,2023-10-05,new_user,employed,fair,mobile,35000,5,no,,8
APP-00846,USR-00367,2023-12-20,new_user,employed,excellent,mobile,14000,5,no,,42
APP-00847,USR-01619,2023-09-13,second_loan,employed,poor,mobile,39000,2,no,,11
APP-00848,USR-00304,2023-04-09,new_user,self-employed,poor,desktop,19000,7,yes,no,24
APP-00849,USR-00556,2023-10-09,abandoned_restart,employed,excellent,desktop,3000,7,yes,yes,15
APP-00850,USR-00305,2024-02-07,new_user,student,fair,desktop,34000,5,no,,40
APP-00851,USR-00112,2023-04-19,abandoned_restart,employed,good,mobile,49000,5,no,,3
APP-00852,USR-00305,2023-07-18,rejected_reapply,self-employed,excellent,mobile,41000,5,no,,26
APP-00853,USR-01856,2023-10-30,new_user,employed,excellent,mobile,22000,5,no,,23
APP-00854,USR-00204,2023-11-23,new_user,employed,excellent,mobile,38000,5,no,,54
APP-00855,USR-01488,2023-06-03,new_user,employed,fair,tablet,27000,7,yes,yes,20
APP-00856,USR-00188,2024-02-09,abandoned_restart,employed,good,mobile,21000,0,no,,3
APP-00857,USR-00121,2024-04-06,new_user,unemployed,poor,mobile,41000,5,no,,35
APP-00858,USR-00284,2023-05-12,rejected_reapply,employed,good,mobile,31000,2,no,,24
APP-00859,USR-00576,2023-03-25,abandoned_restart,employed,excellent,desktop,27000,7,yes,yes,28
APP-00860,USR-01557,2024-02-03,rejected_reapply,unemployed,fair,mobile,37000,5,no,,9
APP-00861,USR-01821,2023-04-19,abandoned_restart,employed,good,mobile,2000,5,no,,3
APP-00862,USR-01764,2023-08-09,new_user,self-employed,good,desktop,47000,2,no,,12
APP-00863,USR-00626,2024-01-03,new_user,employed,good,mobile,9000,5,no,,3
APP-00864,USR-00276,2023-05-27,new_user,self-employed,excellent,desktop,19000,1,no,,9
APP-00865,USR-01187,2023-04-22,rejected_reapply,employed,poor,mobile,42000,5,no,,10
APP-00866,USR-00257,2024-05-08,abandoned_restart,employed,good,desktop,36000,5,no,,62
APP-00867,USR-00361,2024-05-19,abandoned_restart,employed,excellent,mobile,10000,2,no,,12
APP-00868,USR-01088,2024-04-19,new_user,unemployed,good,mobile,40000,2,no,,17
APP-00869,USR-01727,2023-09-28,new_user,employed,poor,desktop,45000,4,no,,3
APP-00870,USR-01364,2024-02-25,abandoned_restart,employed,good,mobile,39000,5,no,,3
APP-00871,USR-00605,2024-01-02,new_user,self-employed,fair,mobile,7000,4,no,,40
APP-00872,USR-01054,2023-10-07,new_user,unemployed,fair,mobile,4000,1,no,,6
APP-00873,USR-01812,2023-10-10,abandoned_restart,self-employed,excellent,desktop,15000,7,yes,yes,20
APP-00874,USR-00630,2023-02-09,new_user,student,good,mobile,12000,3,no,,11
APP-00875,USR-01511,2023-07-08,new_user,employed,excellent,tablet,48000,7,yes,yes,21
APP-00876,USR-01850,2023-06-13,new_user,employed,excellent,tablet,6000,7,yes,yes,18
APP-00877,USR-01174,2024-06-19,new_user,self-employed,good,desktop,9000,1,no,,4
APP-00878,USR-00287,2024-06-19,second_loan,self-employed,poor,mobile,35000,1,no,,9
APP-00879,USR-01107,2023-01-04,new_user,employed,good,mobile,8000,5,no,,4
APP-00880,USR-01000,2023-10-17,new_user,employed,fair,desktop,7000,7,yes,no,20
APP-00881,USR-00574,2024-03-08,new_user,self-employed,excellent,mobile,4000,5,no,,7
APP-00882,USR-01768,2024-04-15,abandoned_restart,employed,fair,mobile,13000,4,no,,3
APP-00883,USR-00424,2023-06-30,new_user,employed,fair,mobile,19000,5,no,,29
APP-00884,USR-00456,2023-09-05,new_user,employed,good,mobile,7000,5,no,,36
APP-00885,USR-01507,2023-10-06,new_user,employed,fair,mobile,10000,2,no,,10
APP-00886,USR-00234,2023-09-11,new_user,self-employed,fair,mobile,25000,5,no,,36
APP-00887,USR-00163,2023-06-30,new_user,employed,good,desktop,44000,7,yes,yes,17
APP-00888,USR-00066,2024-05-23,rejected_reapply,self-employed,poor,mobile,35000,1,no,,12
APP-00889,USR-00567,2023-11-22,rejected_reapply,employed,poor,mobile,25000,4,no,,42
APP-00890,USR-00857,2023-12-23,new_user,employed,fair,mobile,29000,7,yes,no,24
APP-00891,USR-00143,2024-01-26,new_user,self-employed,good,mobile,12000,5,no,,6
APP-00892,USR-01468,2023-03-26,rejected_reapply,employed,good,mobile,47000,5,no,,39
APP-00893,USR-00743,2023-11-13,new_user,employed,good,desktop,40000,5,no,,46
APP-00894,USR-01439,2023-07-31,rejected_reapply,employed,good,tablet,12000,7,yes,yes,20
APP-00895,USR-00063,2024-05-29,new_user,employed,fair,mobile,6000,4,no,,35
APP-00896,USR-00231,2024-01-19,rejected_reapply,employed,excellent,mobile,10000,4,no,,8
APP-00897,USR-01887,2023-12-08,abandoned_restart,self-employed,poor,mobile,2000,2,no,,10
APP-00898,USR-01276,2023-02-07,rejected_reapply,self-employed,good,tablet,45000,2,no,,18
APP-00899,USR-00161,2024-05-25,abandoned_restart,self-employed,excellent,desktop,25000,2,no,,23
APP-00900,USR-01134,2024-02-24,new_user,employed,excellent,desktop,7000,7,yes,yes,21
APP-00901,USR-01694,2023-06-18,rejected_reapply,employed,fair,mobile,40000,0,no,,2
APP-00902,USR-01580,2023-12-09,new_user,employed,fair,tablet,23000,4,no,,27
APP-00903,USR-01209,2023-11-02,new_user,employed,good,mobile,48000,2,no,,11
APP-00904,USR-01028,2024-06-25,abandoned_restart,employed,poor,mobile,11000,2,no,,5
